serial,B1,I1,N1,G1,O1,B2,I2,N2,G2,O2,B3,I3,N3,G3,O3,B4,I4,N4,G4,O4,B5,I5,N5,G5,O5,firma
2309,11,24,42,53,71,3,27,33,54,72,9,17,LIBRE,60,74,12,18,41,59,70,7,29,32,55,68,566e552f62a1201268d6221767c9813d44a070f052829961cc99dfb6aaa7ba3a
2310,6,20,31,53,70,13,26,37,58,71,2,28,LIBRE,56,65,12,29,34,49,62,4,30,39,60,69,3665a0d842f97d7cdb54c31eafe906c9ec029c0c7ee2ef094adb3aa50e413267
2311,7,23,33,46,74,2,25,39,51,66,13,16,LIBRE,57,73,14,28,31,54,70,10,20,34,52,65,51bcad04585a20cce6c1450ce1a9195a6234d29b749ba08cc4ae7970bbe7dfde
2312,12,22,35,46,69,4,26,31,55,72,1,27,LIBRE,57,73,14,19,39,53,65,9,18,34,54,70,2d450cb577aa98acb965cbb3c0a22cbec39ab80a46c6d8636ca169ccd0cc93e8
2313,8,22,34,59,61,1,21,32,50,73,10,26,LIBRE,56,64,2,29,33,52,74,15,19,40,49,63,0f105f7e7209f1848b8dd585a9afa015c76cb0485652a99728481737a4fa2a87
2314,6,20,37,55,62,9,18,33,54,75,4,28,LIBRE,46,70,10,30,34,51,74,13,25,41,49,66,72c9b00c38525fb36ac1d5f09127c1de89230c33aba322148a1d5743549ed0b9
2315,1,17,39,59,75,6,28,44,49,71,8,18,LIBRE,57,67,12,29,40,55,63,2,22,43,53,70,58aa986a67ae6551ef533043744b93ec34bb1c5ab27bd2e930287c7fe97ab588
2316,15,29,40,47,71,5,27,31,54,68,11,21,LIBRE,56,64,3,17,36,52,65,4,23,33,59,75,51aa55452fa47d8a6a7e30e6b295a49b953691933ca11f744198ac1820b80490
2317,12,20,31,49,66,2,22,41,56,70,8,26,LIBRE,53,65,7,28,37,54,67,3,30,34,60,74,7aeb9d1ecc3ac0d2f599eaf20d8f37bb4e7ecbde899407ffeea29a6314a58a28
2318,7,18,45,49,64,11,22,39,47,69,9,29,LIBRE,48,61,4,30,34,55,62,15,24,42,51,74,5dd7b597627f437dc9ac9bc109c2aeec83755763e16933b35f70f8ad13a6f3fc
2319,4,26,41,49,75,6,30,40,55,62,3,23,LIBRE,46,73,7,22,35,56,67,12,16,43,47,61,88d7c9aab0c986f42b51b710ca385113b128d8f382ceb05d1ea53f5cdfeff59e
2320,8,16,40,58,73,13,24,42,48,69,11,19,LIBRE,54,74,3,27,38,53,75,2,18,43,60,68,0b21d1de63c991e1fbc35535977655dfe8e9e4d629fcda08dd37c7df78a32a74
2321,10,30,34,60,69,7,21,31,49,74,8,27,LIBRE,52,73,5,28,38,58,63,15,25,40,47,65,dca38b4c4b53b9fa7eaa327121732c531c1504e2c43dc12f6eaffbfb53cc9073
2322,7,22,41,46,62,12,20,34,55,69,13,24,LIBRE,47,67,1,28,36,56,71,4,16,43,53,75,28f5c5d8bd4520dc23fa2994c0e3ea9defb8e240255369784a7e48d08d4e4297
2323,13,28,32,55,72,4,26,31,58,62,2,18,LIBRE,53,65,3,17,44,56,68,14,22,39,57,71,292ac8a346184fbde91632ba7c9d0b7425ad399dfd426f6a9e660b76e764eb77
2324,14,16,34,57,69,6,28,38,51,63,1,18,LIBRE,48,71,2,20,36,58,62,8,26,32,56,66,33640b66f29b7fdbfd95c4ea491cf2f95d477f896967baa9c737cd465c1027cf
2325,5,16,31,56,64,11,20,45,58,69,15,18,LIBRE,50,62,12,29,36,47,73,8,21,32,53,72,1bb180b0f07278f1413ba2a9026000e16d8c45d5d0aba340e34b4aa13625fbf8
2326,3,21,33,49,64,2,22,34,50,68,8,19,LIBRE,56,69,10,18,43,58,74,15,24,31,55,62,1c40b16d4a620777e73507a9f241b98373e72b3789a09ad4431b2a261905d28a
2327,4,16,36,58,71,7,21,32,60,74,12,23,LIBRE,51,69,6,26,40,59,61,2,22,37,52,75,9ed0c5acea8d7f2959a8f9302e6d71f6ad919f9b885dc037752b320d2ae6eb76
2328,12,27,38,46,63,2,29,43,50,68,14,24,LIBRE,48,75,7,20,33,56,70,11,26,45,60,62,527ff323edeeda54719ad031f3d5e0b7fbecaeec499c84c28ba070fd2cff95eb
2329,9,17,42,60,66,5,28,37,49,74,8,29,LIBRE,51,63,4,18,38,48,67,10,22,34,46,72,f5e0e3215c7133f61e008be51ea4d31e279e3ec0d66d1c4129236889d1eeb22d
2330,4,19,40,54,75,14,17,31,57,65,9,21,LIBRE,48,72,6,23,32,56,67,12,24,44,50,73,e41f22a458b0b46d580e521158dc5da001a6fcdc8e68fb27ecece3e58e47fa5a
2331,15,26,34,53,65,1,16,41,50,63,4,18,LIBRE,57,68,11,22,45,51,69,14,27,36,47,64,0592bfc5bac4d6e498e21b0e199da75c5c6e1797289f1b0c964c14a31e12d7ac
2332,9,22,31,59,67,8,23,44,55,71,7,27,LIBRE,50,63,1,17,45,49,64,10,21,39,60,62,2416ce375c31a159e35d84a6aee57974b97091d9b9245083843bba0f2e6180b1
2333,10,27,43,54,72,15,20,39,59,70,5,19,LIBRE,60,61,8,22,32,48,67,1,29,34,47,73,f986df0e24160eaa6b2c077903b017d8cb3578a64a3b22a690fcf133e6026529
2334,5,21,34,59,68,1,28,43,52,72,14,25,LIBRE,60,66,10,17,41,56,73,15,27,36,50,70,82fadf726d5f664b16beb92593e1f280fd69f3b3220ef76e436ee0a772e3b724
2335,2,27,32,46,69,15,30,34,51,72,8,28,LIBRE,57,61,14,22,31,49,68,9,19,35,50,63,53b1ece56c310ad6bf59a61cb1923b17554bf42c57af366726374336ff6fa358
2336,7,25,36,49,62,5,16,39,52,64,8,21,LIBRE,58,73,12,29,34,48,66,13,18,35,60,70,e0d85de28ba9a8d94661482c9a4ce16499084eaed1bca2b3260affef06547376
2337,9,19,39,54,74,4,23,41,46,67,2,21,LIBRE,50,70,3,26,33,59,72,7,27,31,58,73,fbb2f67e67b7067e355ee4fca69d5762408a8cab1dfe54e1ac4c0015075d0a41
2338,8,24,31,50,72,1,19,37,55,75,10,29,LIBRE,47,61,14,18,36,49,65,13,20,44,52,66,c4f831bf94f9b778812518db6209393aaf1339fce8e17492885a79d459dffbeb
2339,6,23,41,60,71,7,18,31,57,73,4,29,LIBRE,59,74,9,21,36,54,67,3,26,40,47,75,50f8b661ea213518391a1d6ce33a80e5afe936f0ab6ca576fbbe17624b66c842
2340,3,30,32,52,67,14,26,31,56,74,7,22,LIBRE,50,65,2,29,42,48,71,10,28,44,46,63,a5b95491686d6784fc33b2d8164d7553d4fc4aa29a101f2b25daa3db666aaae1
2341,2,26,45,51,67,15,21,40,53,66,10,23,LIBRE,57,74,1,16,32,59,71,7,20,38,52,69,7d42c37742b7e05c98db106ad4e686ac0fa832bbfe0f27b63e9072ba70f3e034
2342,9,17,38,52,67,1,21,34,53,73,6,27,LIBRE,60,63,12,24,33,57,66,5,23,45,50,71,72db24146badfa6864fc066c6e737bfc01608beb77728c72558789b7cb9cfd88
2343,11,20,38,49,64,8,28,45,55,75,15,23,LIBRE,46,61,9,26,32,53,70,10,22,39,57,66,6b8ba842247f0c4162bff6a5b48a0b19b93a3e1f30bd578f00576716d2d99afb
2344,4,29,35,53,62,14,24,36,51,61,5,27,LIBRE,58,64,3,20,45,50,74,8,22,43,55,73,3167ac983dff86a34b521194adf0e108c5e6634645e92cc09d468fa67eda5ae8
2345,9,30,44,55,71,13,20,34,49,69,5,22,LIBRE,59,61,8,25,43,57,67,1,18,33,46,75,bacdc4a40ec2b3610e76b496851472ca34569d9fd969c177a99a29c7ea1e30c5
2346,7,16,39,59,66,10,29,41,58,70,9,27,LIBRE,48,63,6,24,44,49,62,1,20,31,60,74,5dd762d91d8971150060c6adc00c52974d4d8f0fe1ba4b63ad96ef0a4b12a303
2347,1,18,34,51,64,10,27,39,59,63,2,28,LIBRE,49,65,12,17,37,55,71,15,25,42,46,73,c1c4ca595e6b9409dd594d78a9d8287ab1ea7e2412e4e056883ebe73ca159407
2348,11,17,44,55,67,2,28,39,54,68,15,30,LIBRE,53,63,12,24,45,51,75,4,25,36,47,64,5c072649b55c0770025d1c2ed9df418c51ad8209d338043818e23599d9ff2184
2349,13,27,36,51,74,12,25,44,53,69,6,18,LIBRE,58,67,14,26,45,54,68,5,29,43,60,72,030dddcbce424169339e6e60286bcbd9deb4848eee75e370ab25c84ba15c3f4a
2350,3,26,38,48,74,13,20,33,57,72,4,16,LIBRE,56,63,11,24,44,58,67,8,23,32,53,69,d00dd7977fc0f24d456aff784a22c7f55f428a03cfc1fcdba771ac9cc78f67ec
2351,6,16,42,50,64,14,29,36,51,72,5,26,LIBRE,49,65,3,25,32,59,61,7,17,40,53,71,180df681657c3066c37ae4a885e278de1afe7053aefd612ebebff99f3601fa3c
2352,8,26,37,58,66,1,20,34,57,65,5,16,LIBRE,56,73,13,29,41,51,72,10,30,36,59,69,3d137ca8e334b8a9ba17f70c0a92d164792cb1793a7095adc9ed6b2aeb4664ba
2353,4,24,44,57,61,11,26,32,56,70,5,25,LIBRE,54,63,7,16,38,47,64,15,29,41,58,62,a81a62278c3fa5fe2e984027571940ffebd20fb682bdc56f0756b719812e83b2
2354,10,24,39,48,62,1,29,45,58,71,11,27,LIBRE,54,68,8,17,36,59,61,15,21,40,53,73,741507e7490e3f697c359d2822373ac568149bf0a344242c6d5b3142e52b7f08
2355,2,25,32,56,70,6,28,37,54,72,11,30,LIBRE,52,67,13,24,44,60,63,5,23,31,57,71,8e08aa9e33c39d16fdf3a6840b0cc05b8e2df210472f0bfb6b04fb3f5670d0ab
2356,1,30,41,50,75,9,23,39,46,74,12,26,LIBRE,53,65,14,25,32,51,62,4,28,35,57,64,122659606ff836f379cc4820a300b736a60a77e170469e05695a0ac8f50a2558
2357,6,20,32,52,63,13,24,37,51,64,10,21,LIBRE,46,62,12,29,43,56,68,9,28,34,53,71,f2924f16d4f18b03335c98148e7fa7b02347626f2f0aa03a34a563570d572811
2358,9,21,35,48,70,11,18,41,60,61,4,22,LIBRE,57,69,6,30,31,50,62,14,23,36,54,72,6813b24038cf6bed7dad570d39138b8a01e44e0a2c9dd9dda67334f3319a7c6b
2359,10,23,43,58,68,11,30,33,48,72,3,26,LIBRE,59,75,15,17,45,57,64,7,21,35,49,67,07c1d274dfb576fba723a8842cd388389cab4aae6164e7f24ee7b7dfca5ae98e
2360,15,25,42,46,62,11,18,35,53,68,14,30,LIBRE,55,64,5,16,33,51,65,7,17,36,59,70,1bb1834e7ca2f688033404fbd3121c80ce470c5c27f562e4aa7c3016f2c7d948
2361,4,30,32,50,72,12,21,43,59,65,2,20,LIBRE,48,61,10,19,39,49,67,7,18,40,51,62,34bdf4e6c25866f03d59ae52b6f73b2d37abec3ff7e8356d5422dd1f8d89aa03
2362,2,25,45,56,73,14,29,35,49,66,4,18,LIBRE,53,61,8,20,40,51,67,15,24,39,59,65,b47032c8381aff7d698253e9441f56538d2f1cc46f0fcd1584e60e185403031f
2363,3,20,38,53,74,7,24,33,58,68,12,25,LIBRE,46,69,9,27,32,47,64,11,19,40,59,73,5786b05ff8a5732c47340667498b41a96aa9c6acdf72ecbe5ff3387a2bb2fd16
2364,5,30,36,51,68,13,20,37,57,66,15,25,LIBRE,59,70,7,21,41,54,65,14,22,34,50,63,d52df03d48f8e77a55ab643d40faa625f27050781b550375ca58744ca1720af5
2365,8,21,45,60,67,1,27,31,58,73,12,16,LIBRE,54,65,10,17,44,52,70,14,26,34,51,63,0cd1caea43d9021c48b741f30aa551f9f7e5f759b039f365d10cf21571fbf46e
2366,12,27,33,46,61,2,29,35,57,66,13,25,LIBRE,47,70,15,18,37,51,67,1,26,41,52,72,79385399c9cbd940fd17f981aea9704008a2ac772c3e6c0525cbc4c62086e382
2367,15,28,31,46,70,11,18,45,50,68,14,29,LIBRE,59,67,6,16,36,55,69,1,23,39,53,75,6adb7e3aa95d2f714c4ed0606877e38a7fb7c4cfa4cd3d870865a0ce8ecb3e05
2368,4,16,42,52,64,9,23,38,55,69,1,19,LIBRE,50,63,10,21,32,47,74,5,24,45,46,65,4a46cb9fe84fcc09b1fb8cd6c9d71ee123208621f4697011148dd3aa9576f557
2369,13,28,43,60,70,9,30,38,57,63,12,29,LIBRE,47,68,1,18,40,49,69,5,27,36,46,61,5500e30d0c7f15c90927fbecf4782b1205106a86ee2f8d975caf6b35d69976c5
2370,10,22,43,46,61,8,21,37,48,69,9,17,LIBRE,58,62,14,26,41,52,64,13,25,44,60,71,22fe3244fa3e1afb453621a16528acdf3fc927ec5d2eab5d58d207fc3ab3e4bd
2371,14,20,34,49,62,1,29,33,59,74,10,26,LIBRE,53,75,13,18,40,60,61,9,17,43,51,72,58a712e3e7e96e8d8f84e7e793820976b1ba3bb20328607e0d4f41fa1df4e2e5
2372,10,24,38,50,75,13,26,33,47,65,9,30,LIBRE,46,64,2,23,36,60,61,11,16,35,52,69,9ed3939d90e72228cf078f8964173fbb58e7b850937310bf8e57da6e2c81d8ba
2373,11,27,37,53,64,4,28,45,59,75,14,25,LIBRE,51,74,10,23,35,48,69,8,19,41,46,61,c5c2ff868a3764efb235bdd7db115eb3a7dc84380315668e2f09271064510f53
2374,13,27,38,47,68,2,17,36,49,66,7,19,LIBRE,54,70,9,23,37,60,67,4,26,45,59,75,b66c894dc53c633a0939c3d0b2b5b1702decda8214519410cffffe25868fb8e4
2375,3,21,37,50,73,8,29,33,54,61,15,25,LIBRE,51,74,11,27,45,53,72,1,28,31,58,69,e013969e4b58878415e1be21f3dbe5a4357c8b895ebf88e508c37af9bc17f385
2376,15,29,43,48,66,3,22,40,52,70,4,19,LIBRE,51,73,1,16,38,50,65,14,25,42,47,69,18fceb2ad545be067b5a1487a8d6f64e0b5924df5b31f4cc0794c5ac5cca2ba1
2377,14,27,37,59,72,7,23,38,52,68,5,20,LIBRE,58,70,1,19,32,54,61,9,28,34,57,67,c3f6559a25a7943eca049b66e074afa18584e09904c475269b24542e88b8d912
2378,3,19,32,48,62,12,28,33,49,66,9,18,LIBRE,50,69,1,29,40,55,74,11,22,44,46,64,8e04ac7ce7c4c2fcc59efb1db5379177ba31f23299996e7305489eb817971671
2379,14,30,40,55,70,4,19,38,56,64,10,24,LIBRE,54,66,15,17,41,51,71,11,23,42,49,69,dda43075f8c61d09d6abfca4042e3e8fa732db5ed8afc1ecb1d6d4b18a31025b
2380,2,25,35,55,63,10,29,41,47,71,3,24,LIBRE,59,72,6,18,40,51,61,1,17,37,49,66,8ff307170bb6d626adebd0e14928820d8e1f3611eb8d4e3376a0e8dc7bc79b6e
2381,9,17,44,50,67,15,29,40,46,64,7,23,LIBRE,54,73,1,16,38,57,71,12,22,35,59,62,ab51fe512df6fa3a997a18cc248a5a891dddbc80f6c19b236d912cd179569622
2382,14,25,37,57,63,1,22,35,50,68,15,27,LIBRE,53,74,5,23,40,60,61,3,16,39,55,69,30c6b07cdbd32bccedfd18c331efe3f5af86f2e55c88f9a16a64c2f610e9e109
2383,3,21,36,46,70,1,20,33,51,62,2,22,LIBRE,50,65,8,28,32,48,74,4,29,42,54,64,41731b4d3a550d6b752538038a06a6313a387a27392459b738633b151ad68bd1
2384,2,18,45,51,65,10,20,40,57,63,5,24,LIBRE,54,61,15,26,38,48,62,1,21,33,53,67,c26a17ec00f698a6d56019bd974229726cee8642ed036016efaa95cc52b67090
2385,15,26,40,49,65,11,24,32,60,67,14,21,LIBRE,50,61,7,19,39,48,74,9,20,41,47,63,376f4668ff771eafdd91422f1c8a7c9c52aa9de9b067e43507438a178551215b
2386,4,20,32,58,71,3,24,38,46,64,9,25,LIBRE,52,67,5,21,37,54,66,7,22,33,55,62,210e32e8926302e2a3ab2817e539d709405ae2268b782ac6032839bbdf8edb68
2387,9,20,40,56,74,7,29,35,60,75,13,19,LIBRE,59,64,12,28,37,50,73,5,27,31,49,66,4fc9c0928815a4ab420c9a93df92ed819507b6db374bc0b8fe7be0d65a65b64f
2388,10,18,44,49,62,5,21,37,55,71,14,28,LIBRE,54,74,12,24,34,47,69,15,19,42,57,75,39c231c7bb5ba92102f9e911f4bafe42b8d64cb90336767b33f4172938c92e37
2389,9,23,40,52,72,1,24,44,46,61,11,21,LIBRE,49,63,4,17,45,53,65,5,19,43,50,67,56fe1b8964bcc7eb69c13a8e2926b460f15d100c737b864db68adf31f47bf997
2390,7,18,38,50,70,15,22,37,59,64,9,30,LIBRE,58,66,3,16,32,56,65,14,19,39,46,68,a9e2927c53f46514c722c893e553390b019ab600e332cc791d4e568658412abf
2391,3,30,45,52,64,10,17,36,47,69,2,26,LIBRE,49,63,7,19,32,54,62,12,21,38,60,71,34a67f38f5997d227ec5b23ba6fce8ef76ef5c052160cc6d1c55fdcea3bad25f
2392,4,30,43,58,70,14,16,35,60,63,2,20,LIBRE,56,75,13,26,45,54,69,9,28,34,51,64,7408345715be7f2cac2270a4ccaa71fa29f0f7e744cce30b9a4289f152775987
2393,14,28,32,56,66,7,29,38,52,68,15,27,LIBRE,50,61,8,20,35,58,74,2,23,45,46,71,e3d475dce1463df2265ed85ac416756640322079c8d32633bd4281e3d3231d47
2394,4,19,44,46,63,3,23,35,48,66,8,20,LIBRE,53,69,11,17,37,51,75,15,26,31,56,71,47be01418d5084cbb0d10c6b837ce2e596c71dd84a3bddc2470c29c400f4ead8
2395,15,23,44,48,61,7,16,43,57,72,1,30,LIBRE,58,69,13,28,34,51,70,6,17,35,47,66,71004d4bb689c22fc8ff91061bf70b9cf26779a056a248c47349268628cbaee8
2396,5,28,31,55,65,2,19,39,56,71,8,23,LIBRE,60,63,4,29,42,52,67,7,20,44,54,64,ce021818c8427553180b27e8dac77d5faa086439d445524496bd22030f6cffd1
2397,7,17,45,50,75,14,25,41,59,66,9,19,LIBRE,53,62,12,27,33,54,67,13,30,37,46,70,c0669481640b39d5f27d0784bd2d4935faead278f30a143fdafd73f5c3aa4a7f
2398,7,24,31,53,69,2,19,38,49,71,11,22,LIBRE,47,74,13,16,32,55,73,8,21,35,48,70,c18a3f4ba86ccc3bdd97172b851b36df09b85a64c8285c4bd21abadfc0cef335
2399,13,24,34,56,64,8,28,42,53,72,9,19,LIBRE,57,65,2,27,36,48,71,12,20,37,51,75,48f1ec6925f8b92cd22caf9df75bd077c98fe1a1eb4bc248762cee58817fe6a6
2400,12,19,42,55,74,7,25,45,56,68,6,21,LIBRE,59,67,14,22,36,51,63,8,28,37,54,72,64095a220cdd7761a888487e22ec11043799934a0ae1efbf150597bcd7e37f50
2401,5,20,37,60,73,2,27,41,57,70,8,29,LIBRE,59,62,7,19,33,49,68,4,24,39,54,65,65868aac4877a3411198db0cc261bbc6be0ec7e73c38c25ad2bd158efa0c4264
2402,1,18,35,47,68,2,26,36,53,75,11,23,LIBRE,50,64,12,24,34,57,67,13,20,33,48,63,898e4717c99f26cb50be275f787ad4a9a8147e9a953df48f7b1cd1252d391670
2403,4,28,36,46,67,9,16,35,53,72,1,17,LIBRE,55,71,5,29,38,51,68,10,22,32,50,75,1039ac51205f5500ea405f9359d881e2b19f700ed83e06d8375f3cb2f60116da
2404,2,29,36,58,70,12,23,31,48,62,8,28,LIBRE,52,65,10,24,35,59,63,4,17,37,46,67,00c34f43e0fdf746836c97ba26fdd5aad41ec833e3b014926443fbe648958cb3
2405,9,29,33,56,67,10,28,35,59,64,3,16,LIBRE,58,73,14,18,44,51,61,2,26,36,48,65,f0f63bc9c1f9b815df7ac9d336f60422d80fdaba8bd5d4ecbb503b88b947b814
2406,6,19,44,60,65,11,24,42,54,61,9,25,LIBRE,56,74,3,30,40,51,63,4,17,37,58,70,925efc4e0ec92b3fb6b15bd40cc5f69c017fc56a26b21fca01e3e54b05c8121e
2407,5,26,34,57,61,2,22,37,59,74,13,24,LIBRE,49,69,10,18,44,52,75,15,25,43,58,68,19f84b78ab1560757fd37e3f23c21d7a44466ce5a3c80d4e818520347ff4a376
2408,1,19,45,54,62,9,22,42,57,61,14,17,LIBRE,48,73,4,27,43,50,71,5,23,35,53,72,4eb921ab286e4404ae7f91aa5c580d34b6cadad05e355042f2912a2177944bde
2409,4,17,41,59,70,11,19,45,58,73,12,24,LIBRE,55,71,15,21,36,56,68,7,28,39,48,61,0313e9435c8dcd09504e5779fd3c7a0eca9d433869da01e7c74eaae20858213e
2410,4,27,40,50,61,6,19,42,56,75,15,23,LIBRE,57,74,12,22,43,51,70,13,28,35,58,67,e487f2175794f119516fe1e9eab0503cfab298ffeb1f81c7915b31550884c34e
2411,2,24,38,51,75,5,17,44,46,67,12,28,LIBRE,50,72,9,29,37,53,74,8,18,45,57,73,da9ddf90c00a7de27fce22f85859697f5d446f00f59e09db4cb76d7b7f66e2ef
2412,4,21,32,51,73,3,23,33,54,69,2,22,LIBRE,47,71,13,18,39,46,64,15,29,40,48,61,eccacd1b18f8900ca0053778242bb5d4155d8ce783e96da3946f7404e13738db
2413,5,28,31,56,69,12,24,38,55,70,11,19,LIBRE,50,67,13,18,42,58,68,10,22,37,59,66,0ff83b4544ffc5c5f8f98dbd66e5795899cfb2f8236631a8c4efb9dd7f207737
2414,4,21,40,46,73,1,23,33,51,74,11,18,LIBRE,58,65,2,24,34,57,72,14,29,44,48,71,11a89c6ca62f944fc46b760b4ffaf7ad7cf7bbde2dddb1c4e50c05158ee0afcc
2415,6,18,36,48,61,15,19,40,54,68,11,21,LIBRE,47,71,9,27,35,50,65,7,24,32,52,64,109d2fac477d6bdd66adf7951882ab7d7456e7bcf852afbf9b1267bacdec13d7
2416,15,28,41,56,64,10,16,39,54,70,14,21,LIBRE,47,72,7,27,34,53,69,12,20,43,52,73,0b62b4ca6b87a3e9b542f40b1a3dfb8bf62f4cce854612cdfd315ee199fa546b
2417,11,25,32,47,63,1,27,44,50,75,2,21,LIBRE,57,67,6,18,43,56,72,15,28,31,60,69,7de5b3cdd66273ea09de48835ee7a98f88b10aa279709a41c6849345a69794d0
2418,11,30,45,47,68,13,22,44,52,69,1,16,LIBRE,55,75,8,25,40,50,66,14,26,39,58,62,0f44201fd9a243bc2b97a8fadf529c8f18ba7f6fbbca20d6e4690cefc752b91a
2419,6,23,32,59,68,1,28,43,48,64,14,17,LIBRE,46,66,10,29,37,60,69,12,24,41,56,61,078030f51b177bb589dce834d8fa8bc24c71b171d020f9dc92fed748af5091f0
2420,4,16,34,58,63,8,24,32,59,70,1,17,LIBRE,55,66,9,30,41,51,71,15,28,33,47,62,eb0a1324532cc234774b793ff913fc92ff02278f037719356a47bfdced6eaf68
2421,14,26,37,59,66,12,17,36,54,74,6,22,LIBRE,57,72,5,23,31,60,67,10,25,43,47,61,b77977485a84832d912a6c572dfc02be10c2e37fe9018b36d6dd01cbeea2bdbd
2422,14,29,41,46,61,8,17,36,47,75,7,25,LIBRE,52,62,15,22,38,53,74,2,20,40,51,66,7df3b55f271a61d3d54cecd734f83bd5f169745784edf167bbbc4eb98dff3f99
2423,2,17,38,47,63,1,23,34,55,66,13,28,LIBRE,46,65,7,20,31,54,75,3,18,39,57,67,ca8b08509b5e78a2f4fb6b0c62c0372c82cd939d8be2b94327f48be47c112c20
2424,13,29,31,50,75,10,25,42,59,70,2,19,LIBRE,47,72,3,17,44,58,67,5,30,45,57,73,810b34944f74c077ab6588ca85731a339f715de3921ae86b72c5733562bd99f2
2425,5,29,31,54,62,2,28,32,60,61,4,19,LIBRE,47,66,1,21,38,58,64,13,26,45,59,75,2763ad64c73ef244916d72d7cd545c9e6969dea2dcd61bd22769a8ed8c2d02ff
2426,10,17,36,54,68,11,27,39,50,70,9,24,LIBRE,59,67,13,18,34,57,61,6,29,38,46,63,ce13f1501d7772ba8e3edd29a87782f6bf5e29806e666bfa7a2674586b10d1a8
2427,6,26,38,46,72,3,16,41,55,63,7,21,LIBRE,57,70,5,29,40,50,61,12,18,44,54,73,cfd302c245d7a0efe5506ad00d4f0995a8d098b3b621380d64ad74d3ba3a4697
2428,4,23,39,51,74,7,18,35,60,64,1,29,LIBRE,49,71,3,19,42,48,61,12,25,38,56,73,52038049166680a532a1341bd6084fa54b2ffda2b06622bb257fedffcff5870e
2429,7,25,31,51,63,8,28,43,49,68,3,17,LIBRE,52,69,10,21,45,48,67,2,23,32,54,65,5b136a5785dc32259adad60e5a1f4dfc1be886334b38dd98d7186cc47551fd26
2430,13,25,43,55,71,1,20,34,59,68,2,19,LIBRE,51,64,11,28,39,60,72,10,27,45,53,66,4ee134af09fdcc478644d4e40fc716e5d95c2097cdd67e9d22687e88d4f166cf
2431,2,21,32,60,64,4,27,36,54,75,8,23,LIBRE,52,71,6,18,37,53,74,9,28,31,51,66,02a264e2d9e8e25b1f096fd73b9bde50a5c81bfc28c5b3471597c10b2d29d9f2
2432,6,28,40,51,75,14,24,44,54,64,5,22,LIBRE,48,62,7,19,38,46,69,13,20,42,47,71,2550f01023db8d2a8bbbb85ce407dc735fb5071860fbcd91574d2d602f82007e
2433,11,22,33,56,75,8,20,44,51,65,13,25,LIBRE,60,71,9,19,40,59,74,12,30,43,49,62,3f4fc8d4c988b162e77bfcbaa907213e21a2b67b272e0c75a6d39a208756cd8b
2434,2,17,39,50,73,8,27,34,55,64,9,29,LIBRE,54,66,1,25,33,46,68,6,16,31,58,65,dd7f44b2a0431eba6eb47966a1e50c17d2a3bad3eda5da9f6b279583ba7b1504
2435,4,23,40,60,71,5,16,38,58,75,14,30,LIBRE,48,65,7,27,37,50,61,11,24,39,57,67,31347d7d2a7654eaa4d90df1327e2321fcb45b755924039b53893f973b5384a1
2436,4,20,35,59,70,12,16,42,48,65,6,17,LIBRE,55,67,5,29,45,53,74,14,30,33,56,75,33fa6a40b9cc424dbe6d085c195c680d8af6aacec204075d4f91dd0c1455d1ec
2437,14,22,39,46,64,12,25,31,60,75,2,18,LIBRE,58,70,8,19,44,52,71,6,16,33,48,74,52eb298b6c94271f7fe1e6134cc1a054741493f2293bab26b6b6ad9f90db459f
2438,3,26,40,46,64,15,16,31,52,67,1,19,LIBRE,55,65,14,20,39,47,74,13,30,42,50,68,cc20fe371a915d51d91df0ab38b60ba6fd5807c9d04c3ea4ee168039634e9776
2439,9,16,43,49,73,12,23,36,57,64,4,26,LIBRE,47,71,15,27,31,46,68,2,28,40,55,70,9e3acfbfec5393ad1e41680cf96beadbaceabbdddadebd5f3d03110d94b52e6a
2440,15,26,45,53,66,11,19,36,48,67,10,30,LIBRE,47,64,1,18,41,46,61,6,17,40,60,62,3ac4b2e099a6a476367dcea95ee1130e578253fd142109773b1d09f261b12969
2441,5,21,32,54,68,12,19,43,48,70,6,27,LIBRE,51,64,14,25,41,50,74,15,29,31,52,62,d85b927b1fe44f2edc26267659a7dcd597eaae1d0412354b60e2f38df9d7d374
2442,12,23,33,56,64,5,22,39,52,66,4,26,LIBRE,59,72,10,21,42,46,62,15,30,38,57,67,46ee1978151229f18ddd70e7c6c67ad8b72237741772b68eb98a276640499a7a
2443,13,18,39,53,66,12,22,38,54,62,8,21,LIBRE,52,69,1,23,34,51,73,6,29,44,55,63,84a6ac6c8b93fd513332536819aa6b323b2c0759b82aa795ded9f20f5b2f99c1
2444,1,27,32,57,70,12,20,36,60,67,8,21,LIBRE,59,65,7,29,43,46,75,13,16,41,48,68,cce822339ef1deb7c44b0265cf855de9d3e25f59952ffd4983f4accac1124497
2445,11,28,33,48,74,3,27,45,49,75,13,16,LIBRE,51,70,12,22,34,53,68,15,18,42,54,72,04657554693ec0587997ad860d5121383671ec2c4c47c9109c7e84e4b088ad50
2446,14,25,44,59,64,3,26,37,50,66,9,18,LIBRE,53,65,12,17,40,57,71,5,20,43,55,68,e263fa39067c74d523fbaa1216836f0aaa3bbd2eb12293dbd82603241a300b42
2447,6,21,34,47,74,7,17,45,46,61,9,23,LIBRE,55,65,13,28,44,57,72,10,26,40,59,69,15a14d23c440205956075191911c0408a47c95f0a334664901e3cea7761aacd7
